Semester,Course Number,English Title,Teaching Language,ECTS Points,Course Type,Course Location,Teaching Method,Course Duration,Exam Location,Evaluation Method,Exam Duration,Allowed Aids,Grading Method,Point Restriction,Course Responsible,Department,Course Website,Registration,Green Dyst Participation
Semester,Course Number,,,,,,,,,,,,,,,,,,
2017-2018,02404,,,,,,,,,,,,,,,,,,
2017-2018,02405,,,,,,,,,,,,,,,,,,
2017-2018,02406,,,,,,,,,,,,,,,,,,
2017-2018,02407,,,,,,,,,,,,,,,,,,
2017-2018,02409,,,,,,,,,,,,,,,,,,
2017-2018,02411,,,,,,,,,,,,,,,,,,
2017-2018,02413,,,,,,,,,,,,,,,,,,
2017-2018,02417,,,,,,,,,,,,,,,,,,
2017-2018,02418,,,,,,,,,,,,,,,,,,
2017-2018,02421,,,,,,,,,,,,,,,,,,
2017-2018,02424,,,,,,,,,,,,,,,,,,
2017-2018,02425,,,,,,,,,,,,,,,,,,
2017-2018,02427,,,,,,,,,,,,,,,,,,
2017-2018,02429,,,,,,,,,,,,,,,,,,
2017-2018,02431,,,,,,,,,,,,,,,,,,
2017-2018,02435,,,,,,,,,,,,,,,,,,
2017-2018,02441,,,,,,,,,,,,,,,,,,
2017-2018,02443,,,,,,,,,,,,,,,,,,
2017-2018,02450,,,,,,,,,,,,,,,,,,
2017-2018,02451,,,,,,,,,,,,,,,,,,
2017-2018,02452,,,,,,,,,,,,,,,,,,
2017-2018,02453,,,,,,,,,,,,,,,,,,
2017-2018,02454,,,,,,,,,,,,,,,,,,
2017-2018,02456,,,,,,,,,,,,,,,,,,
2017-2018,02457,,,,,,,,,,,,,,,,,,
2017-2018,02458,,,,,,,,,,,,,,,,,,
2017-2018,02460,,,,,,,,,,,,,,,,,,
2017-2018,02502,,,,,,,,,,,,,,,,,,
2017-2018,02504,,,,,,,,,,,,,,,,,,
2017-2018,02505,,,,,,,,,,,,,,,,,,
2017-2018,02506,,,,,,,,,,,,,,,,,,
2017-2018,02507,,,,,,,,,,,,,,,,,,
2017-2018,02508,,,,,,,,,,,,,,,,,,
2017-2018,02511,,,,,,,,,,,,,,,,,,
2017-2018,02512,,,,,,,,,,,,,,,,,,
2017-2018,02513,,,,,,,,,,,,,,,,,,
2017-2018,02515,,,,,,,,,,,,,,,,,,
2017-2018,02525,,,,,,,,,,,,,,,,,,
2017-2018,02526,,,,,,,,,,,,,,,,,,
2017-2018,02561,,,,,,,,,,,,,,,,,,
2017-2018,02562,,,,,,,,,,,,,,,,,,
2017-2018,02564,,,,,,,,,,,,,,,,,,
2017-2018,02565,,,,,,,,,,,,,,,,,,
2017-2018,02580,,,,,,,,,,,,,,,,,,
2017-2018,02582,,,,,,,,,,,,,,,,,,
2017-2018,02586,,,,,,,,,,,,,,,,,,
2017-2018,02601,,,,,,,,,,,,,,,,,,
2017-2018,02609,,,,,,,,,,,,,,,,,,
2017-2018,02610,,,,,,,,,,,,,,,,,,
2017-2018,02612,,,,,,,,,,,,,,,,,,
2017-2018,02614,,,,,,,,,,,,,,,,,,
2017-2018,02616,,,,,,,,,,,,,,,,,,
2017-2018,02619,,,,,,,,,,,,,,,,,,
2017-2018,02623,,,,,,,,,,,,,,,,,,
2017-2018,02625,,,,,,,,,,,,,,,,,,
2017-2018,02631,,,,,,,,,,,,,,,,,,
2017-2018,02632,,,,,,,,,,,,,,,,,,
2017-2018,02633,,,,,,,,,,,,,,,,,,
2017-2018,02634,,,,,,,,,,,,,,,,,,
2017-2018,02635,,,,,,,,,,,,,,,,,,
2017-2018,02685,,,,,,,,,,,,,,,,,,
2017-2018,02689,,,,,,,,,,,,,,,,,,
2017-2018,02692,,,,,,,,,,,,,,,,,,
2017-2018,02805,,,,,,,,,,,,,,,,,,
2017-2018,02806,,,,,,,,,,,,,,,,,,
2017-2018,02807,,,,,,,,,,,,,,,,,,
2017-2018,02808,,,,,,,,,,,,,,,,,,
2017-2018,02809,,,,,,,,,,,,,,,,,,
2017-2018,02823,,,,,,,,,,,,,,,,,,
2017-2018,02826,,,,,,,,,,,,,,,,,,
2017-2018,02830,,,,,,,,,,,,,,,,,,
2017-2018,02840,,,,,,,,,,,,,,,,,,
2017-2018,02841,,,,,,,,,,,,,,,,,,
2017-2018,02901,,,,,,,,,,,,,,,,,,
2017-2018,02904,,,,,,,,,,,,,,,,,,
2017-2018,02906,,,,,,,,,,,,,,,,,,
2017-2018,02910,,,,,,,,,,,,,,,,,,
2017-2018,02913,,,,,,,,,,,,,,,,,,
2017-2018,02923,,,,,,,,,,,,,,,,,,
2017-2018,02935,,,,,,,,,,,,,,,,,,
2017-2018,02936,,,,,,,,,,,,,,,,,,
2017-2018,02938,,,,,,,,,,,,,,,,,,
2017-2018,02940,,,,,,,,,,,,,,,,,,
2017-2018,02941,,,,,,,,,,,,,,,,,,
2017-2018,02943,,,,,,,,,,,,,,,,,,
2017-2018,02947,,,,,,,,,,,,,,,,,,
2017-2018,02948,,,,,,,,,,,,,,,,,,
2017-2018,02949,,,,,,,,,,,,,,,,,,
2017-2018,02950,,,,,,,,,,,,,,,,,,
2017-2018,02951,,,,,,,,,,,,,,,,,,
2017-2018,02952,,,,,,,,,,,,,,,,,,
2017-2018,02953,,,,,,,,,,,,,,,,,,
2017-2018,02954,,,,,,,,,,,,,,,,,,
2017-2018,02955,,,,,,,,,,,,,,,,,,
2017-2018,02956,,,,,,,,,,,,,,,,,,
2017-2018,02959,,,,,,,,,,,,,,,,,,
2017-2018,02960,,,,,,,,,,,,,,,,,,
2017-2018,10018,,,,,,,,,,,,,,,,,,
2017-2018,10020,,,,,,,,,,,,,,,,,,
2017-2018,10022,,,,,,,,,,,,,,,,,,
2017-2018,10024,,,,,,,,,,,,,,,,,,
2017-2018,10031,,,,,,,,,,,,,,,,,,
2017-2018,10033,,,,,,,,,,,,,,,,,,
2017-2018,10034,,,,,,,,,,,,,,,,,,
2017-2018,10036,,,,,,,,,,,,,,,,,,
2017-2018,10041,,,,,,,,,,,,,,,,,,
2017-2018,10044,,,,,,,,,,,,,,,,,,
2017-2018,10050,,,,,,,,,,,,,,,,,,
2017-2018,10052,,,,,,,,,,,,,,,,,,
2017-2018,10054,,,,,,,,,,,,,,,,,,
2017-2018,10102,,,,,,,,,,,,,,,,,,
2017-2018,10103,,,,,,,,,,,,,,,,,,
2017-2018,10104,,,,,,,,,,,,,,,,,,
2017-2018,10112,,,,,,,,,,,,,,,,,,
2017-2018,10122,,,,,,,,,,,,,,,,,,
2017-2018,10200,,,,,,,,,,,,,,,,,,
2017-2018,10209,,,,,,,,,,,,,,,,,,
2017-2018,10220,,,,,,,,,,,,,,,,,,
2017-2018,10240,,,,,,,,,,,,,,,,,,
2017-2018,10250,,,,,,,,,,,,,,,,,,
2017-2018,10260,,,,,,,,,,,,,,,,,,
2017-2018,10302,,,,,,,,,,,,,,,,,,
2017-2018,10303,,,,,,,,,,,,,,,,,,
2017-2018,10304,,,,,,,,,,,,,,,,,,
2017-2018,10305,,,,,,,,,,,,,,,,,,
2017-2018,10314,,,,,,,,,,,,,,,,,,
2017-2018,10315,,,,,,,,,,,,,,,,,,
2017-2018,10333,,,,,,,,,,,,,,,,,,
2017-2018,10337,,,,,,,,,,,,,,,,,,
2017-2018,10346,,,,,,,,,,,,,,,,,,
2017-2018,10347,,,,,,,,,,,,,,,,,,
2017-2018,10350,,,,,,,,,,,,,,,,,,
2017-2018,10380,,,,,,,,,,,,,,,,,,
2017-2018,10384,,,,,,,,,,,,,,,,,,
2017-2018,10386,,,,,,,,,,,,,,,,,,
2017-2018,10400,,,,,,,,,,,,,,,,,,
2017-2018,10401,,,,,,,,,,,,,,,,,,
2017-2018,10405,,,,,,,,,,,,,,,,,,
2017-2018,10420,,,,,,,,,,,,,,,,,,
2017-2018,10467,,,,,,,,,,,,,,,,,,
2017-2018,10501,,,,,,,,,,,,,,,,,,
2017-2018,10502,,,,,,,,,,,,,,,,,,
2017-2018,10506,,,,,,,,,,,,,,,,,,
2017-2018,10508,,,,,,,,,,,,,,,,,,
2017-2018,10512,,,,,,,,,,,,,,,,,,
2017-2018,10514,,,,,,,,,,,,,,,,,,
2017-2018,10520,,,,,,,,,,,,,,,,,,
2017-2018,10530,,,,,,,,,,,,,,,,,,
2017-2018,10540,,,,,,,,,,,,,,,,,,
2017-2018,10605,,,,,,,,,,,,,,,,,,
2017-2018,10610,,,,,,,,,,,,,,,,,,
2017-2018,10720,,,,,,,,,,,,,,,"of Physics Undervisningssprog Dansk Point( ECTS ) 5 Kursustype Bachelor Skemaplacering Juni Undervisningens placering Campus Lyngby Undervisningsform Forskningsarbejde med vejledning i en forskningsgruppe Kursets varighed 3-uger Eksamensplacering Aftales med underviser Evalueringsform Mundtlig eksamen og bedømmelse af rapport(er) Bedømmelsesform bestået/ikke bestået , intern bedømmelse Pointspærring 10721 . 10722 Kursusansvarlig Søren Schmidt , Lyngby Campus, Bygning 307, Tlf. (+45) 4525 3218 , ssch@fysik.dtu.dk Institut 10 Institut for Fysik Kursushjemmeside http://www.fysik.dtu.dk/sommerkurser Tilmelding I studieplanlæggeren Hos kursusansvarlig, se proceduren på http:/​​/​​www.fysik.dtu.dk/​​sommerkurser Mulighed for GRØN DYST deltagelse Dette kursus giver den studerende en mulighed for at lave eller forberede et projekt som kan deltage i DTUs studenterkonference om bæredygtighed, klimateknologi og miljø (GRØN DYST). Se mere på http://www.groendyst.dtu.dk",,,
2017-2018,10721,,,,,,,,,,,,,,,"of Physics Undervisningssprog Dansk Point( ECTS ) 5 Kursustype Bachelor Skemaplacering Juli Undervisningens placering Campus Lyngby Undervisningsform Forskningsarbejde med vejledning i en forskningsgruppe Kursets varighed 3-uger Eksamensplacering Aftales med underviser Evalueringsform Mundtlig eksamen og bedømmelse af rapport(er) Bedømmelsesform bestået/ikke bestået , intern bedømmelse Pointspærring 10720 . 10722 Kursusansvarlig Søren Schmidt , Lyngby Campus, Bygning 307, Tlf. (+45) 4525 3218 , ssch@fysik.dtu.dk Institut 10 Institut for Fysik Kursushjemmeside http://www.fysik.dtu.dk/sommerkurser Tilmelding I studieplanlæggeren Hos kursusansvarlig, se proceduren på http:/​​/​​www.fysik.dtu.dk/​​sommerkurser Mulighed for GRØN DYST deltagelse Dette kursus giver den studerende en mulighed for at lave eller forberede et projekt som kan deltage i DTUs studenterkonference om bæredygtighed, klimateknologi og miljø (GRØN DYST). Se mere på http://www.groendyst.dtu.dk",,,
2017-2018,10722,,,,,,,,,,,,,,,"of Physics Undervisningssprog Dansk Point( ECTS ) 5 Kursustype Bachelor Skemaplacering August Undervisningens placering Campus Lyngby Undervisningsform Forskningsarbejde med vejledning i en forskningsgruppe Kursets varighed 3-uger Eksamensplacering Aftales med underviser Evalueringsform Mundtlig eksamen og bedømmelse af rapport(er) Bedømmelsesform bestået/ikke bestået , intern bedømmelse Pointspærring 10720 . 10721 Kursusansvarlig Søren Schmidt , Lyngby Campus, Bygning 307, Tlf. (+45) 4525 3218 , ssch@fysik.dtu.dk Institut 10 Institut for Fysik Kursushjemmeside http://www.fysik.dtu.dk/sommerkurser Tilmelding I studieplanlæggeren Hos kursusansvarlig, se proceduren på http:/​​/​​www.fysik.dtu.dk/​​sommerkurser Mulighed for GRØN DYST deltagelse Dette kursus giver den studerende en mulighed for at lave eller forberede et projekt som kan deltage i DTUs studenterkonference om bæredygtighed, klimateknologi og miljø (GRØN DYST). Se mere på http://www.groendyst.dtu.dk",,,
2017-2018,10730,,,,,,,,,,,,,,,"of Physics Undervisningssprog Engelsk Point( ECTS ) 5 Kursustype Kandidat Skemaplacering Juni Undervisningens placering Campus Lyngby Undervisningsform Forskningsarbejde med vejledning i en forskningsgruppe Kursets varighed 3-uger Eksamensplacering Aftales med underviser Evalueringsform Mundtlig eksamen og bedømmelse af rapport(er) Hjælpemidler Alle hjælpemidler er tilladt Bedømmelsesform bestået/ikke bestået , intern bedømmelse Pointspærring 10731 . 10732 Kursusansvarlig Søren Schmidt , Lyngby Campus, Bygning 307, Tlf. (+45) 4525 3218 , ssch@fysik.dtu.dk Institut 10 Institut for Fysik Kursushjemmeside http://www.fysik.dtu.dk/sommerkurser Tilmelding I studieplanlæggeren Hos kursusansvarlig, se proceduren på http:/​​/​​www.fysik.dtu.dk/​​sommerkurser Mulighed for GRØN DYST deltagelse Dette kursus giver den studerende en mulighed for at lave eller forberede et projekt som kan deltage i DTUs studenterkonference om bæredygtighed, klimateknologi og miljø (GRØN DYST). Se mere på http://www.groendyst.dtu.dk",,,
2017-2018,10731,,,,,,,,,,,,,,,"of Physics Undervisningssprog Engelsk Point( ECTS ) 5 Kursustype Kandidat Skemaplacering Juli Undervisningens placering Campus Lyngby Undervisningsform Forskningsarbejde med vejledning i en forskningsgruppe Kursets varighed 3-uger Eksamensplacering Aftales med underviser Evalueringsform Mundtlig eksamen og bedømmelse af rapport(er) Hjælpemidler Alle hjælpemidler er tilladt Bedømmelsesform bestået/ikke bestået , intern bedømmelse Pointspærring 10730 . 10732 Kursusansvarlig Søren Schmidt , Lyngby Campus, Bygning 307, Tlf. (+45) 4525 3218 , ssch@fysik.dtu.dk Institut 10 Institut for Fysik Kursushjemmeside http://www.fysik.dtu.dk/sommerkurser Tilmelding I studieplanlæggeren Hos kursusansvarlig, se proceduren på http:/​​/​​www.fysik.dtu.dk/​​sommerkurser Mulighed for GRØN DYST deltagelse Dette kursus giver den studerende en mulighed for at lave eller forberede et projekt som kan deltage i DTUs studenterkonference om bæredygtighed, klimateknologi og miljø (GRØN DYST). Se mere på http://www.groendyst.dtu.dk",,,
2017-2018,10732,,,,,,,,,,,,,,,"of Physics Undervisningssprog Engelsk Point( ECTS ) 5 Kursustype Kandidat Skemaplacering August Undervisningens placering Campus Lyngby Undervisningsform Forskningsarbejde med vejledning i en forskningsgruppe Kursets varighed 3-uger Eksamensplacering Aftales med underviser Evalueringsform Mundtlig eksamen og bedømmelse af rapport(er) Hjælpemidler Alle hjælpemidler er tilladt Bedømmelsesform bestået/ikke bestået , intern bedømmelse Pointspærring 10730 . 10731 Kursusansvarlig Søren Schmidt , Lyngby Campus, Bygning 307, Tlf. (+45) 4525 3218 , ssch@fysik.dtu.dk Institut 10 Institut for Fysik Kursushjemmeside http://www.fysik.dtu.dk/sommerkurser Tilmelding I studieplanlæggeren Hos kursusansvarlig, se proceduren på http:/​​/​​www.fysik.dtu.dk/​​sommerkurser Mulighed for GRØN DYST deltagelse Dette kursus giver den studerende en mulighed for at lave eller forberede et projekt som kan deltage i DTUs studenterkonference om bæredygtighed, klimateknologi og miljø (GRØN DYST). Se mere på http://www.groendyst.dtu.dk",,,
2017-2018,10800,,,,,,,,,,,,,,,,,,
2017-2018,10811,,,,,,,,,,,,,,,,,,
2017-2018,10814,,,,,,,,,,,,,,,,,,
2017-2018,10816,,,,,,,,,,,,,,,,,,
2017-2018,10900,,,,,,,,,,,,,,,,,,
2017-2018,10910,,,,,,,,,,,,,,,,,,
2017-2018,10916,,,,,,,,,,,,,,,,,,
2017-2018,10935,,,,,,,,,,,,,,,,,,
2017-2018,11000,,,,,,,,,,,,,,,,,,
2017-2018,11010,,,,,,,,,,,,,,,,,,
2017-2018,11020,,,,,,,,,,,,,,,,,,
2017-2018,11022,,,,,,,,,,,,,,,,,,
2017-2018,11023,,,,,,,,,,,,,,,,,,
2017-2018,11031,,,,,,,,,,,,,,,,,,
2017-2018,11034,,,,,,,,,,,,,,,,,,
2017-2018,11035,,,,,,,,,,,,,,,,,,
2017-2018,11050,,,,,,,,,,,,,,,,,,
2017-2018,11066,,,,,,,,,,,,,,,,,,
2017-2018,11080,,,,,,,,,,,,,,,,,,
2017-2018,11110,,,,,,,,,,,,,,,,,,
2017-2018,11112,,,,,,,,,,,,,,,,,,
2017-2018,11115,,,,,,,,,,,,,,,,,,
2017-2018,11116,,,,,,,,,,,,,,,,,,
2017-2018,11117,,,,,,,,,,,,,,,,,,
2017-2018,11121,,,,,,,,,,,,,,,,,,
2017-2018,11122,,,,,,,,,,,,,,,,,,
2017-2018,11124,,,,,,,,,,,,,,,,,,
2017-2018,11127,,,,,,,,,,,,,,,,,,
2017-2018,11128,,,,,,,,,,,,,,,,,,
2017-2018,11129,,,,,,,,,,,,,,,,,,
2017-2018,11140,,,,,,,,,,,,,,,,,,
2017-2018,11141,,,,,,,,,,,,,,,,,,
2017-2018,11142,,,,,,,,,,,,,,,,,,
2017-2018,11203,,,,,,,,,,,,,,,,,,
2017-2018,11221,,,,,,,,,,,,,,,,,,
2017-2018,11222,,,,,,,,,,,,,,,,,,
2017-2018,11305,,,,,,,,,,,,,,,,,,
2017-2018,11311,,,,,,,,,,,,,,,,,,
2017-2018,11318,,,,,,,,,,,,,,,,,,
2017-2018,11320,,,,,,,,,,,,,,,,,,
2017-2018,11331,,,,,,,,,,,,,,,,,,
2017-2018,11341,,,,,,,,,,,,,,,,,,
2017-2018,11342,,,,,,,,,,,,,,,,,,
2017-2018,11343,,,,,,,,,,,,,,,,,,
2017-2018,11346,,,,,,,,,,,,,,,,,,
2017-2018,11347,,,,,,,,,,,,,,,,,,
2017-2018,11351,,,,,,,,,,,,,,,,,,
2017-2018,11352,,,,,,,,,,,,,,,,,,
2017-2018,11353,,,,,,,,,,,,,,,,,,
2017-2018,11365,,,,,,,,,,,,,,,,,,
2017-2018,11374,,,,,,,,,,,,,,,,,,
2017-2018,11375,,,,,,,,,,,,,,,,,,
2017-2018,11376,,,,,,,,,,,,,,,,,,
2017-2018,11411,,,,,,,,,,,,,,,,,,
2017-2018,11418,,,,,,,,,,,,,,,,,,
2017-2018,11420,,,,,,,,,,,,,,,,,,
2017-2018,11430,,,,,,,,,,,,,,,,,,
2017-2018,11440,,,,,,,,,,,,,,,,,,
2017-2018,11441,,,,,,,,,,,,,,,,,,
2017-2018,11442,,,,,,,,,,,,,,,,,,
2017-2018,11443,,,,,,,,,,,,,,,,,,
2017-2018,11450,,,,,,,,,,,,,,,,,,
2017-2018,11451,,,,,,,,,,,,,,,,,,
2017-2018,11462,,,,,,,,,,,,,,,,,,
2017-2018,11463,,,,,,,,,,,,,,,,,,
2017-2018,11464,,,,,,,,,,,,,,,,,,
2017-2018,11465,,,,,,,,,,,,,,,,,,
2017-2018,11466,,,,,,,,,,,,,,,,,,
2017-2018,11521,,,,,,,,,,,,,,,,,,
2017-2018,11522,,,,,,,,,,,,,,,,,,
2017-2018,11525,,,,,,,,,,,,,,,,,,
2017-2018,11526,,,,,,,,,,,,,,,,,,
2017-2018,11561,,,,,,,,,,,,,,,,,,
2017-2018,11562,,,,,,,,,,,,,,,,,,
2017-2018,11563,,,,,,,,,,,,,,,,,,
2017-2018,11569,,,,,,,,,,,,,,,,,,
2017-2018,11619,,,,,,,,,,,,,,,,,,
2017-2018,11627,,,,,,,,,,,,,,,,,,
2017-2018,11691,,,,,,,,,,,,,,,,,,
2017-2018,11760,,,,,,,,,,,,,,,,,,
2017-2018,11763,,,,,,,,,,,,,,,,,,
2017-2018,11767,,,,,,,,,,,,,,,,,,
2017-2018,11821,,,,,,,,,,,,,,,,,,
2017-2018,11823,,,,,,,,,,,,,,,,,,
2017-2018,11825,,,,,,,,,,,,,,,,,,
2017-2018,11829,,,,,,,,,,,,,,,,,,
2017-2018,11830,,,,,,,,,,,,,,,,,,
2017-2018,11831,,,,,,,,,,,,,,,,,,
2017-2018,11832,,,,,,,,,,,,,,,,,,
2017-2018,11833,,,,,,,,,,,,,,,,,,
2017-2018,11834,,,,,,,,,,,,,,,,,,
2017-2018,11835,,,,,,,,,,,,,,,,,,
2017-2018,11836,,,,,,,,,,,,,,,,,,
2017-2018,11837,,,,,,,,,,,,,,,,,,
2017-2018,11853,,,,,,,,,,,,,,,,,,
2017-2018,11854,,,,,,,,,,,,,,,,,,
2017-2018,11857,,,,,,,,,,,,,,,,,,
2017-2018,11858,,,,,,,,,,,,,,,,,,
2017-2018,11859,,,,,,,,,,,,,,,,,,
2017-2018,11880,,,,,,,,,,,,,,,,,,
2017-2018,11900,,,,,,,,,,,,,,,,,,
2017-2018,11909,,,,,,,,,,,,,,,,,,
2017-2018,11911,,,,,,,,,,,,,,,,,,
2017-2018,11936,,,,,,,,,,,,,,,,,,
2017-2018,11937,,,,,,,,,,,,,,,,,,
2017-2018,11946,,,,,,,,,,,,,,,,,,
2017-2018,11951,,,,,,,,,,,,,,,,,,
2017-2018,11952,,,,,,,,,,,,,,,,,,
2017-2018,11953,,,,,,,,,,,,,,,,,,
2017-2018,11954,,,,,,,,,,,,,,,,,,
2017-2018,11955,,,,,,,,,,,,,,,,,,
2017-2018,11956,,,,,,,,,,,,,,,,,,
2017-2018,11957,,,,,,,,,,,,,,,,,,
2017-2018,11961,,,,,,,,,,,,,,,,,,
2017-2018,11966,,,,,,,,,,,,,,,,,,
2017-2018,11968,,,,,,,,,,,,,,,,,,
2017-2018,11970,,,,,,,,,,,,,,,,,,
2017-2018,11982,,,,,,,,,,,,,,,,,,
2017-2018,11990,,,,,,,,,,,,,,,,,,
2017-2018,11993,,,,,,,,,,,,,,,,,,
2017-2018,11994,,,,,,,,,,,,,,,,,,
2017-2018,11995,,,,,,,,,,,,,,,,,,
2017-2018,11996,,,,,,,,,,,,,,,,,,
2017-2018,11997,,,,,,,,,,,,,,,,,,
2017-2018,11B01,,,,,,,,,,,,,,,,,,
2017-2018,11B02,,,,,,,,,,,,,,,,,,
2017-2018,11B05,,,,,,,,,,,,,,,,,,
